"id","title","display_name","authorships","abstract","doi","publication_date","publication_year","relevance_score","fwci","cited_by_count","counts_by_year","ids","type","is_oa","is_oa_anywhere","oa_status","oa_url","any_repository_has_fulltext","source_display_name","source_id","issn_l","host_organization","host_organization_name","landing_page_url","pdf_url","license","version","referenced_works","referenced_works_count","related_works","concepts","topics","keywords","is_paratext","is_retracted","language","first_page","last_page","volume","issue","apc"
"https://openalex.org/W4404923474","Supplemental Material for The Development of Children’s Gender Stereotypes About STEM and Verbal Abilities: A Preregistered Meta-Analytic Review of 98 Studies","Supplemental Material for The Development of Children’s Gender Stereotypes About STEM and Verbal Abilities: A Preregistered Meta-Analytic Review of 98 Studies",
